Disease,Symptom_1,Symptom_2,Symptom_3,Specialization,Name,State,City,user_rating,schedule,Disease_Encoded,Symptom_1_Encoded,Symptom_2_Encoded,Symptom_3_Encoded,Specialization_Encoded,Name_Encoded,State_Encoded,City_Encoded,schedule_Encoded
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.00963855421686747,0.5555555555555556,0.5909090909090909,0.8,0.047619047619047616,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.00963855421686747,0.5555555555555556,0.5909090909090909,0.047619047619047616
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.012048192771084338,0.5555555555555556,0.5909090909090909,1.0,0.5714285714285714,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.012048192771084338,0.5555555555555556,0.5909090909090909,0.5714285714285714
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.24096385542168677,0.5555555555555556,0.5681818181818182,0.0,1.0,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.24096385542168677,0.5555555555555556,0.5681818181818182,1.0
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.47469879518072294,0.5555555555555556,0.5681818181818182,0.6000000000000001,0.5714285714285714,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.47469879518072294,0.5555555555555556,0.5681818181818182,0.5714285714285714
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.9590361445783133,0.5555555555555556,0.5681818181818182,0.6000000000000001,0.14285714285714285,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.9590361445783133,0.5555555555555556,0.5681818181818182,0.14285714285714285
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.419277108433735,0.7777777777777777,0.4772727272727273,0.6000000000000001,0.9523809523809523,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.419277108433735,0.7777777777777777,0.4772727272727273,0.9523809523809523
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.03132530120481928,0.8888888888888888,0.022727272727272728,0.2,0.23809523809523808,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.03132530120481928,0.8888888888888888,0.022727272727272728,0.23809523809523808
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.05301204819277109,0.8888888888888888,0.9545454545454546,0.6000000000000001,0.7619047619047619,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.05301204819277109,0.8888888888888888,0.9545454545454546,0.7619047619047619
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.11084337349397591,0.8888888888888888,0.9545454545454546,1.0,1.0,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.11084337349397591,0.8888888888888888,0.9545454545454546,1.0
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.6867469879518073,0.8888888888888888,0.9545454545454546,0.4,0.8095238095238095,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.6867469879518073,0.8888888888888888,0.9545454545454546,0.8095238095238095
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.9228915662650603,0.8888888888888888,0.9545454545454546,0.8,0.19047619047619047,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.9228915662650603,0.8888888888888888,0.9545454545454546,0.19047619047619047
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.9445783132530121,0.8888888888888888,0.9545454545454546,0.0,0.6666666666666666,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.9445783132530121,0.8888888888888888,0.9545454545454546,0.6666666666666666
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.946987951807229,0.8888888888888888,0.9545454545454546,0.0,0.9047619047619047,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.946987951807229,0.8888888888888888,0.9545454545454546,0.9047619047619047
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.5566265060240965,1.0,0.4545454545454546,0.8,0.6666666666666666,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.5566265060240965,1.0,0.4545454545454546,0.6666666666666666
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.08433734939759037,0.2222222222222222,0.9318181818181819,0.4,0.8095238095238095,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.08433734939759037,0.2222222222222222,0.9318181818181819,0.8095238095238095
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.12289156626506025,0.2222222222222222,0.9318181818181819,0.2,0.09523809523809523,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.12289156626506025,0.2222222222222222,0.9318181818181819,0.09523809523809523
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.16144578313253014,0.2222222222222222,0.7045454545454546,0.0,0.42857142857142855,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.16144578313253014,0.2222222222222222,0.7045454545454546,0.42857142857142855
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.163855421686747,0.2222222222222222,0.9318181818181819,0.2,0.38095238095238093,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.163855421686747,0.2222222222222222,0.9318181818181819,0.38095238095238093
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.25542168674698795,0.2222222222222222,0.7045454545454546,1.0,0.0,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.25542168674698795,0.2222222222222222,0.7045454545454546,0.0
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.25783132530120484,0.2222222222222222,0.9318181818181819,0.2,0.47619047619047616,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.25783132530120484,0.2222222222222222,0.9318181818181819,0.47619047619047616
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.26987951807228916,0.2222222222222222,0.7045454545454546,1.0,0.5714285714285714,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.26987951807228916,0.2222222222222222,0.7045454545454546,0.5714285714285714
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.27951807228915665,0.2222222222222222,0.9318181818181819,0.0,0.3333333333333333,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.27951807228915665,0.2222222222222222,0.9318181818181819,0.3333333333333333
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.43614457831325304,0.2222222222222222,0.9318181818181819,0.2,0.09523809523809523,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.43614457831325304,0.2222222222222222,0.9318181818181819,0.09523809523809523
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.44337349397590364,0.2222222222222222,0.9318181818181819,0.8,0.5238095238095237,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.44337349397590364,0.2222222222222222,0.9318181818181819,0.5238095238095237
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.5036144578313253,0.2222222222222222,0.9318181818181819,0.6000000000000001,0.9047619047619047,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.5036144578313253,0.2222222222222222,0.9318181818181819,0.9047619047619047
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.5108433734939759,0.2222222222222222,0.9318181818181819,0.0,0.23809523809523808,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.5108433734939759,0.2222222222222222,0.9318181818181819,0.23809523809523808
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.5614457831325301,0.2222222222222222,0.7045454545454546,0.6000000000000001,0.8095238095238095,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.5614457831325301,0.2222222222222222,0.7045454545454546,0.8095238095238095
0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.5710843373493977,0.2222222222222222,0.9318181818181819,1.0,0.8571428571428571,0.1111111111111111,1.0,0.8421052631578947,0.611111111111111,0.25,0.5710843373493977,0.2222222222222222,0.9318181818181819,0.8571428571428571
